group,bead_size,bead_number,bead_id,experiment,e_factor,beam_energy,dose_level,exp_variable,scf_count,raw_bead,scf_bead
2,1.0,173,18_3,dose_rate,0.995,10.0,200.0,2000.0,42.92,9.3760,0.9110924754693366
2,1.0,174,18_4,dose_rate,0.995,10.0,200.0,2000.0,37.73,9.6410,1.0372180563253257
2,1.0,175,18_5,dose_rate,0.995,10.0,200.0,1600.0,38.83,9.9760,1.0076531099011317
2,1.0,176,18_6,dose_rate,0.995,10.0,200.0,1600.0,38.72,9.8880,1.0105335427927808
2,1.0,177,18_7,dose_rate,0.995,10.0,200.0,1600.0,37.68,10.1200,1.0386031942486593
2,1.0,178,18_8,dose_rate,0.995,10.0,200.0,1600.0,43.81,9.6310,0.8924820941718279
2,1.0,179,18_9,dose_rate,0.995,10.0,200.0,1600.0,38.15,10.4600,1.0257271442763944
2,1.0,180,18_10,dose_rate,0.995,10.0,200.0,1200.0,38.12,9.3780,1.0265394734494873
2,1.0,181,19_1,dose_rate,0.995,10.0,200.0,1200.0,40.46,10.4100,0.9668168320774051
2,1.0,182,19_2,dose_rate,0.995,10.0,200.0,1200.0,38.59,11.0300,1.0139589938825768
2,1.0,183,19_3,dose_rate,0.995,10.0,200.0,1200.0,37.57,10.5500,1.0416635583797966
2,1.0,184,19_4,dose_rate,0.995,10.0,200.0,1200.0,39.95,9.9890,0.9792334672225114
2,1.0,185,19_5,dose_rate,0.995,10.0,200.0,800.0,41.33,10.5800,0.9463468672130917
2,1.0,186,19_6,dose_rate,0.995,10.0,200.0,800.0,39.31,9.7960,0.9952737516712983
2,1.0,187,19_7,dose_rate,0.995,10.0,200.0,800.0,37.92,9.5650,1.031988056987858
2,1.0,188,19_8,dose_rate,0.995,10.0,200.0,800.0,37.23,9.4870,1.0512379394182971
2,1.0,189,19_9,dose_rate,0.995,10.0,200.0,800.0,39.74,10.2300,0.9844393911648806
2,1.0,191,20_1,dose_rate,0.995,10.0,200.0,4000.0,39.57,9.5310,0.9886944276077012
